,cohort,cohort_yr4_TF,no_donors,amount_yr0,amount_yr1,amount_yr2,amount_yr3,amount_yr4,count_yr0,count_yr1,count_yr2,count_yr3,count_yr4,lapsed_after_first_long,lapsed_after_second,lapsed_multi_year,lapsed_long_multi_year,lapsed_key_multi_year,lapsed_long,cohort_0_first_gift,cohort_1_lapsed_after_first,cohort_1_second_year,cohort_2_lapsed_after_first_long,cohort_2_lapsed_after_second,cohort_2_multi_year,cohort_2_second_with_gap,cohort_3_first_gift,cohort_3_inconsistent_multi_year,cohort_3_key_multi_year,cohort_3_lapsed_after_second,cohort_3_lapsed_long,cohort_3_lapsed_multi_year,cohort_4_first_gift,cohort_4_inconsistent_multi_year,cohort_4_key_multi_year,cohort_4_lapsed_after_first,cohort_4_lapsed_key_multi_year,cohort_4_lapsed_long,cohort_4_lapsed_long_multi_year,cohort_4_lapsed_multi_year,cohort_4_multi_year,cohort_4_recovered_multi_year,cohort_4_second_year,cohort_5_first_gift,cohort_5_inconsistent_multi_year,cohort_5_key_multi_year,cohort_5_lapsed_after_first,cohort_5_lapsed_after_first_long,cohort_5_lapsed_after_second,cohort_5_lapsed_key_multi_year,cohort_5_lapsed_long,cohort_5_lapsed_long_key_multi_year,cohort_5_lapsed_long_multi_year,cohort_5_lapsed_multi_year,cohort_5_multi_year,cohort_5_recovered_key_multi_year,cohort_5_recovered_multi_year,cohort_5_second_with_gap,cohort_5_second_year,cohort_6_first_gift,cohort_6_key_multi_year,cohort_6_lapsed_after_first,cohort_6_lapsed_after_first_long,cohort_6_lapsed_after_second,cohort_6_lapsed_key_multi_year,cohort_6_lapsed_long,cohort_6_lapsed_long_key_multi_year,cohort_6_lapsed_long_multi_year,cohort_6_multi_year,lapsed_amount_yr0,lapsed_amount_yr1,lapsed_amount_yr2,lapsed_amount_yr3,lapsed_amount_yr4,upgraded_amount_yr0,upgraded_amount_yr1,upgraded_amount_yr2,upgraded_amount_yr3,upgraded_amount_yr4,downgraded_amount_yr0,downgraded_amount_yr1,downgraded_amount_yr2,downgraded_amount_yr3,downgraded_amount_yr4,amount_total,count_total,neg_yr
35,2014,TTFFT,797,98242.54,89503.74,0.0,0.0,75016.52,1845,1454,0,0,1131,0,0,0,0,0,0,797,0,797,0,797,0,0,0,0,0,0,797,0,797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33313.15,0.0,0.0,0.0,0.0,42051.95,0.0,0.0,0.0,187746.28,3299,1
36,2014,TTFT,-3320,-452382.87,-449330.06,-0.0,-418405.06,-0.0,-7324,-7181,0,-6029,0,0,0,-3320,0,0,0,-3320,0,-3320,0,-3320,0,0,0,-3320,0,0,0,0,0,0,0,0,0,0,0,-3320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-183666.62,-0.0,-0.0,-0.0,-0.0,-186719.43,-0.0,-0.0,-0.0,-1320117.99,-20534,-1
37,2014,TTFTT,853,135733.71,134335.63,0.0,192499.76,131431.8,2571,2292,0,2731,1823,0,0,0,0,0,0,853,0,853,0,853,0,0,0,853,0,0,0,0,0,0,0,0,0,0,0,0,853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58501.76,0.0,0.0,40818.83,0.0,59899.84,0.0,0.0,101886.79,462569.1,7594,1
38,2014,TTT,-7150,-1047158.53,-1241530.56,-976723.93,-0.0,-0.0,-18041,-19252,-13054,0,0,0,0,0,-7150,0,0,-7150,0,-7150,0,0,-7150,0,0,0,0,0,0,-7150,0,0,0,0,0,0,-7150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-580643.22,-338004.3,-0.0,-0.0,-0.0,-386271.19,-602810.93,-0.0,-0.0,-3265413.02,-50347,-1
39,2014,TTTFT,628,80485.37,115571.08,104863.38,0.0,66830.01,1678,1663,1467,0,1075,0,0,0,0,0,0,628,0,628,0,0,628,0,0,0,0,0,0,628,0,0,0,0,0,0,0,0,0,628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59148.39,44690.08,0.0,0.0,0.0,24062.68,55397.78,0.0,0.0,300919.83,4808,1
40,2014,TTTT,-4741,-1015472.08,-1249069.73,-1315243.96,-1054208.58,-0.0,-17831,-20195,-15792,-13847,0,0,0,0,0,-4741,0,-4741,0,-4741,0,0,-4741,0,0,0,-4741,0,0,0,0,0,0,0,-4741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-594357.68,-537438.04,-361534.47,-0.0,-0.0,-360760.03,-471263.81,-622569.85,-0.0,-4633994.35,-67665,-1
41,2014,TTTTT,3220,1012538.73,1689167.98,2320490.4,2546954.07,1110499.77,21849,34236,34701,39678,15352,0,0,0,0,0,0,3220,0,3220,0,0,3220,0,0,0,3220,0,0,0,0,0,3220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,945651.57,1120107.38,861148.37,182109.72,0.0,269022.32,488784.96,634684.7,1618564.02,7569151.18,130464,1
42,2015,T,-289004,-21309497.16,-0.0,-0.0,-0.0,-0.0,-343664,0,0,0,0,0,0,0,0,0,-289004,-289004,-289004,0,-289004,0,0,0,0,0,0,0,-289004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-21309497.16,-343664,-1
43,2015,TFFT,-3535,-331432.62,-0.0,-0.0,-347577.51,-0.0,-5081,0,0,-5127,0,0,0,0,0,0,0,-3535,-3535,0,-3535,0,0,0,-3535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-331432.62,-5081,-1
44,2015,TFT,-14405,-1411805.23,-0.0,-1418115.02,-0.0,-0.0,-20726,0,-21402,0,0,0,-14405,0,0,0,0,-14405,-14405,0,0,0,0,-14405,0,0,0,-14405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2829920.25,-42128,-1
45,2015,TFTT,-2115,-263383.3,-0.0,-417501.22,-289215.12,-0.0,-3923,0,-6312,-4133,0,0,0,0,0,0,0,-2115,-2115,0,0,0,0,-2115,0,-2115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-90023.85,-0.0,-0.0,-0.0,-0.0,-218309.95,-0.0,-680884.52,-10235,-1
46,2015,TT,-29018,-3129086.44,-3115220.54,-0.0,-0.0,-0.0,-46146,-43812,0,0,0,0,0,0,0,0,-29018,-29018,0,-29018,0,-29018,0,0,0,0,0,0,-29018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1280050.3,-0.0,-0.0,-0.0,-0.0,-1293916.2,-0.0,-0.0,-0.0,-6244306.98,-89958,-1
47,2015,TTFT,-1737,-229616.69,-225957.35,-0.0,-169344.46,-0.0,-3523,-3517,0,-2665,0,0,0,0,0,0,0,-1737,0,-1737,0,-1737,0,0,0,-1737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-97437.3,-0.0,-0.0,-0.0,-0.0,-101096.64,-0.0,-0.0,-0.0,-455574.04,-7040,-1
48,2015,TTT,-10726,-1998490.47,-2279331.53,-1984104.35,-0.0,-0.0,-25441,-29200,-25172,0,0,0,0,-10726,0,0,0,-10726,0,-10726,0,0,-10726,0,0,0,0,0,0,-10726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1028046.13,-697760.65,-0.0,-0.0,-0.0,-747205.07,-992987.83,-0.0,-0.0,-6261926.35,-79813,-1
49,2015,TTTT,-4597,-1473566.41,-2660040.45,-3624425.04,-1523244.49,-0.0,-19677,-35917,-45425,-17630,0,0,0,0,0,0,0,-4597,0,-4597,0,0,-4597,0,0,0,-4597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1604948.41,-1636868.4,-260579.99,-0.0,-0.0,-418474.37,-672483.81,-2361760.54,-0.0,-7758031.9,-101019,-1
50,2016,T,-380722,-26978259.45,-0.0,-0.0,-0.0,-0.0,-459121,0,0,0,0,-380721,0,0,0,0,0,-380722,-380722,0,-380721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-26978259.45,-459121,-1
51,2016,TFT,-8338,-861232.97,-0.0,-763568.62,-0.0,-0.0,-12913,0,-12290,0,0,0,0,0,0,0,0,-8338,-8338,0,0,0,0,-8338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-861232.97,-12913,-1
52,2016,TT,-46203,-5846153.52,-5788510.23,-0.0,-0.0,-0.0,-89232,-89058,0,0,0,0,-46202,0,0,0,0,-46203,0,-46203,0,-46202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2452275.84,-0.0,-0.0,-0.0,-0.0,-2509919.13,-0.0,-0.0,-0.0,-11634663.75,-178290,-1
53,2016,TTT,-10335,-2844568.58,-4687250.04,-2121971.4,-0.0,-0.0,-41451,-88375,-33919,0,0,0,0,0,0,0,0,-10335,0,-10335,0,0,-10335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-2633979.34,-491086.63,-0.0,-0.0,-0.0,-791297.88,-3056365.27,-0.0,-0.0,-7531818.62,-129826,-1
54,2017,T,-405001,-31672744.45,-0.0,-0.0,-0.0,-0.0,-568125,0,0,0,0,0,0,0,0,0,0,-405001,-405001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-31672744.45,-568125,-1
55,2017,TT,-29990,-6301026.03,-4549913.2,-0.0,-0.0,-0.0,-100433,-71604,0,0,0,0,0,0,0,0,0,-29990,0,-29990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1531461.87,-0.0,-0.0,-0.0,-0.0,-3282574.7,-0.0,-0.0,-0.0,-6301026.03,-100433,-1
56,2018,T,-147945,-11275859.66,-0.0,-0.0,-0.0,-0.0,-208824,0,0,0,0,0,0,0,0,0,0,-147945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,-1
